ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR Taxon name,Competitor,Ruderal,Stress Tolerant,BRC V PLNATT,match comment
8014,,,,,,,Oenothera sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4387,,,,,,,Orchis sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8015,,,,,,,Origanum sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8016,,,,,,,Phleum sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
3203,,,0920_5155,902 5155,Vas_5155,,Picea sp. (c),Picea,,,(c),vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4292,,,0920_4546,902 4546,Vas_4546,,Pinus seedling/sp,Pinus,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2721,,,0920_4547,902 4547,Vas_4547,,Poa sp,Poa,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4390,,,0920_4548,902 4548,Vas_4548,,Polygala sp,Polygala,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8017,,,,,,,Polypodium sp,,,,,vascular,gen,gen,fern,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
3132,,,,,,,Potamogeton sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8018,,,,,,,Potentilla sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4392,,,0920_4552,902 4552,Vas_4552,,Prunus sp,Prunus,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2939,,,0920_4446,902 4446,Vas_4446,,Quercus seedling/sp,Quercus,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2735,,,0920_4555,902 4555,Vas_4555,,Ranunculus seedling/sp,Ranunculus,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8019,,,,,,,Rhamnus sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2746,,,0920_1705,902 1705,Vas_1705,,Rosa seedling/sp,Rosa,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8022,,,,,,,Rosa sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2959,,,,,,,Rubus seedling,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4393,,,0920_5203,902 5203,Vas_5203,,Rubus sp,Rubus,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2717,,,0920_4557,902 4557,Vas_4557,,Rumex seedling/sp,Rumex,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
1183,,,,,,,Salix hybrids,,,,,vascular,hyb,,tree,,,,,,,,,,,,,,NA,NA,NA,NA,no match,no match found in PLANTATT
2716,,,0920_4558,902 4558,Vas_4558,,Salix seedling/sp,Salix,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8023,,,,,,,Salix sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8025,,,,,,,Sedum sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
3233,,,0920_2417,902 2417,Vas_2417,,Sequoia sempervirens,Sequoia sempervirens,,,,vascular,spp,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,no match found in PLANTATT
3357,,,0920_4560,902 4560,Vas_4560,,Sonchus sp.,Sonchus,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2704,,,0920_5266,902 5266,Vas_5266,,Stellaria seedling/sp,Stellaria,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
3243,,,,,,,Symphytum sp.,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4399,,,,,,,Thymus sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
3048,,,,,,,Tortula sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2709,,,0920_5298,902 5298,Vas_5298,,Trifolium seedling/sp,Trifolium,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8026,,,,,,,Trisetum sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
7008,,,,,,,Trollius sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4288,,,,,,,Ulex seedling/sp,,,,,vascular,gen,gen,tree,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
6017,,,0920_20993,902 20993,Vas_20993,,Unidentified seedling,Magnoliopsida,,,seedling,vascular,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,class
2996,,,0920_4563,902 4563,Vas_4563,,Veronica seedling/sp,Veronica,,vero seed/sp,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2747,,,0920_4564,902 4564,Vas_4564,,Vicia seedling/sp,Vicia,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
8027,,,,,,,Vicia sp,,,,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
4376,,,0920_9661,902 9661,Vas_9661,,Viola riviniana/reichenbachiana,Viola reichenbachiana or Viola riviniana,,viol riv/rei,,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,ambiguous
2999,,,0920_4565,902 4565,Vas_4565,,Viola seedling/sp,Viola,,,seedling,vascular,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
22,,,,,,,Bare soil (including sand),,,,,site,,,,,,,,,,,,,,,,,NA,NA,NA,NA,not a plant,not a species
51,,,XXX_149,XXX_149,XXX_149,,Litter,Litter,,,,site,,,,,,,,,,,,,,,,,NA,NA,NA,NA,not a plant,not a species
9999,,,,,,,unidentified,,,,,not known,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,unidentified
2819,,,,,,,Cephalozia sp,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2361,,,,,,,Cladonia foliacea,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
7019,,,,,,,Cladonia grayi,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
7016,,,,,,,Cladonia grayi s.l. cf. cryptochlorophaea,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2891,,,,,,,Cladonia ramulosa,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2387,,,,,,,Cladonia squamosa var subsquamosa,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2384,,,,,,,Cladonia strepsilis,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2749,,,,,,,Evernia prunastri,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
4997,,,,,,,Lecanora symmicta,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
4440,,,XXX_345,XXX_345,XXX_345,,Lichen spp,Lichenes,,lichen spp,,lichen,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2447,,,,,,,Parmelia caperata,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2470,,,,,,,Parmelia revoluta,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2474,,,,,,,Parmelia subaurifera,,,,,lichen,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
3306,,,,,,,Usnea sp.,,,,,lichen,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2340,,,Fun_7695,Fun_7695,Fun_7695,,Cladonia arbuscula,Cladonia arbuscula,,clad arbus,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2824,,,Fun_7702,Fun_7702,Fun_7702,,Cladonia cervicornis,Cladonia cervicornis,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2346,,,Fun_7707,Fun_7707,Fun_7707,,Cladonia chlorophaea,Cladonia chlorophaea,,clad chlor,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
3007,,,Fun_7407,Fun_7407,Fun_7407,,Cladonia chlorophaea agg,Cladonia chlorophaea agg.,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
6027,,,Fun_9741,Fun_9741,Fun_9741,,Cladonia ciliata ciliata,Cladonia ciliata var. ciliata,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2347,,,Fun_7710,Fun_7710,Fun_7710,,Cladonia coccifera,Cladonia coccifera,,clad cocci,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2348,,,Fun_9742,Fun_9742,Fun_9742,,Cladonia coniocraea,Cladonia coniocraea,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2352,,,Fun_7714,Fun_7714,Fun_7714,,Cladonia crispata,Cladonia crispata,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
6003,,,Fun_9743,Fun_9743,Fun_9743,,Cladonia diversa,Cladonia diversa,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2359,,,Fun_7724,Fun_7724,Fun_7724,,Cladonia fimbriata,Cladonia fimbriata,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2360,,,Fun_7726,Fun_7726,Fun_7726,,Cladonia floerkeana,Cladonia floerkeana,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2362,,,Fun_7729,Fun_7729,Fun_7729,,Cladonia furcata,Cladonia furcata,,clad furca,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2363,,,Fun_7732,Fun_7732,Fun_7732,,Cladonia glauca,Cladonia glauca,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2365,,,Fun_7734,Fun_7734,Fun_7734,,Cladonia gracilis,Cladonia gracilis,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2373,,,Fun_7749,Fun_7749,Fun_7749,,Cladonia ochrochlora,Cladonia ochrochlora,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2378,,,Fun_7756,Fun_7756,Fun_7756,,Cladonia polydactyla,Cladonia polydactyla,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2366,,,Fun_7085,Fun_7085,Fun_7085,,Cladonia portentosa,Cladonia portentosa,,clad porte,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2379,,,Fun_7758,Fun_7758,Fun_7758,,Cladonia pyxidata,Cladonia pyxidata,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2380,,,Fun_2024,Fun_2024,Fun_2024,,Cladonia rangiferina,Cladonia rangiferina,,clad rangifer,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2381,,,Fun_7086,Fun_7086,Fun_7086,,Cladonia rangiformis,Cladonia rangiformis,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
3099,,,Fun_7762,Fun_7762,Fun_7762,,Cladonia rei,Cladonia rei,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2694,,,Fun_7406,Fun_7406,Fun_7406,,Cladonia sp,Cladonia,,,,fungus,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
2383,,,Fun_7764,Fun_7764,Fun_7764,,Cladonia squamosa,Cladonia squamosa,,clad squam,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2388,,,Fun_7775,Fun_7775,Fun_7775,,Cladonia subulata,Cladonia subulata,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2391,,,Fun_7781,Fun_7781,Fun_7781,,Cladonia uncialis,Cladonia uncialis,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2410,,,Fun_9277,Fun_9277,Fun_9277,,Coelocaulon aculeata,Coelocaulon aculeatum,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
3349,,,Fun_9419,Fun_9419,Fun_9419,,Dermatocarpon luridum,Dermatocarpon luridum,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2416,,,Fun_8481,Fun_8481,Fun_8481,,Hypogymnia physodes,Hypogymnia physodes,,hypog physo,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
7017,,,,,,,Marasmius curreyi,,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2486,,,Fun_8777,Fun_8777,Fun_8777,,Peltigera canina,Peltigera canina,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
3302,,,Fun_8786,Fun_8786,Fun_8786,,Peltigera membranacea,Peltigera membranacea,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2918,,,Fun_8775,Fun_8775,Fun_8775,,Peltigera sp,Peltigera,,,,fungus,gen,gen,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,genus
5276,,,Fun_8869,Fun_8869,Fun_8869,,Placynthiella icmalea,Placynthiella icmalea,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2330,,,Fun_9451,Fun_9451,Fun_9451,,Platismatia glauca,Platismatia glauca,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2698,,,Fun_8948,Fun_8948,Fun_8948,,Pseudevernia furfuracea,Pseudevernia furfuracea,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2525,,,Fun_7993,Fun_7993,Fun_7993,,Ramalina fastigiata,Ramalina fastigiata,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
7021,,,,,,,Sarcoscypha coccinea,,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
7020,,,,,,,Scutula epicladonia,,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not a plant
2541,,,Fun_9053,Fun_9053,Fun_9053,,Sphaerophorus globosus,Sphaerophorus globosus,,,,fungus,,,,,,,,,,,,,,,,,NA,NA,NA,NA,no match,not in PLABRYATT_VTA
1460,0820_19,0820_19,Bry_19,Bry_19,Bry_19,,Amblystegium serpens,Amblystegium serpens,Amblystegium serpens,,,bryophyte,spp,spp,,3.6,15,987,5,6,5,6,7,6,2,0,Hypn,,NA,NA,NA,NA,match,
1461,0820_20,0820_20,Bry_20,Bry_20,Bry_20,,Amblystegium varium,Hygroamblystegium varium,Amblystegium varium,,,bryophyte,spp,spp,,3.7,15.7,846,7,6,5,9,7,7,0,0,Hypn,,NA,NA,NA,NA,resolved,matched to previous name
1466,0820_1068,0820_1068,Bry_1068,Bry_1068,Bry_1068,,Andreaea rupestris,Andreaea rupestris,Andreaea rupestris,,,bryophyte,spp,spp,,2,12.6,1817,2,6,7,3,2,1,0,0,Andr,,NA,NA,NA,NA,match,
2256,0810_901,0810_901,Bry_901,Bry_901,Bry_901,,Aneura pinguis,Aneura pinguis,Aneura pinguis,,,bryophyte,spp,spp,,3.3,14.2,1220,3,6,8,9,6,2,0,2,Metz,,NA,NA,NA,NA,match,
1480,0820_40,0820_40,Bry_40,Bry_40,Bry_40,,Atrichum undulatum,Atrichum undulatum,Atrichum undulatum,atric undul,,bryophyte,spp,spp,,3.3,14.6,1121,5,6,4,6,5,5,0,0,Poly,,NA,NA,NA,NA,match,
1481,0820_41,0820_41,Bry_41,Bry_41,Bry_41,,Aulacomnium androgynum,Aulacomnium androgynum,Aulacomnium androgynum,,,bryophyte,spp,spp,,3.3,15.5,812,7,3,5,6,3,4,0,0,Brya,,NA,NA,NA,NA,match,
1482,0820_42,0820_42,Bry_42,Bry_42,Bry_42,,Aulacomnium palustre,Aulacomnium palustre,Aulacomnium palustre,aula palus,,bryophyte,spp,spp,,3.1,14,1263,3,6,7,8,3,2,0,1,Brya,,NA,NA,NA,NA,match,
2068,0810_695,0810_695,Bry_695,Bry_695,Bry_695,,Barbilophozia floerkei,Barbilophozia floerkei,Barbilophozia floerkei,barbi floer,,bryophyte,spp,spp,,2.2,13.1,1482,4,6,5,5,2,2,0,0,Jung,,NA,NA,NA,NA,match,
1485,0820_45,0820_45,Bry_45,Bry_45,Bry_45,,Barbula convoluta,Barbula convoluta,Barbula convoluta,,,bryophyte,spp,spp,,3.6,14.8,1032,6,6,7,4,7,5,0,1,Pott,,NA,NA,NA,NA,match,
1500,0820_62,0820_62,Bry_62,Bry_62,Bry_62,,Barbula unguiculata,Barbula unguiculata,Barbula unguiculata,,,bryophyte,spp,spp,,3.6,14.9,1012,6,6,7,5,7,5,0,2,Pott,,NA,NA,NA,NA,match,
2074,0810_701,0810_701,Bry_701,Bry_701,Bry_701,,Bazzania tricrenata,Bazzania tricrenata,Bazzania tricrenata,,,bryophyte,spp,spp,,2.4,12.5,1986,4,3,5,6,2,2,0,0,Jung,,NA,NA,NA,NA,match,
2077,0810_704,0810_704,,,,,Blepharostoma trichophyllum,,Blepharostoma trichophyllum,,,bryophyte,spp,spp,,2.3,12.9,1686,2,6,4,8,5,2,0,0,Jung,,NA,NA,NA,NA,match,
1510,0820_72,0820_72,Bry_72,Bry_72,Bry_72,,Brachythecium albicans,Brachythecium albicans,Brachythecium albicans,,,bryophyte,spp,spp,,3.7,15.2,935,5,6,8,3,6,3,0,0,Hypn,,NA,NA,NA,NA,match,
1518,0820_80,0820_80,Bry_80,Bry_80,Bry_80,,Brachythecium rivulare,Brachythecium rivulare,Brachythecium rivulare,,,bryophyte,spp,spp,,3.3,14.4,1162,5,6,6,8,6,5,0,0,Hypn,,NA,NA,NA,NA,match,
1519,0820_81,0820_81,Bry_81,Bry_81,Bry_81,,Brachythecium rutabulum,Brachythecium rutabulum,Brachythecium rutabulum,brac rutab,,bryophyte,spp,spp,,3.5,14.7,1058,7,3,6,6,6,6,0,0,Hypn,,NA,NA,NA,NA,match,
1523,0820_85,0820_85,Bry_85,Bry_85,Bry_85,,Breutelia chrysocoma,Breutelia chrysocoma,Breutelia chrysocoma,,,bryophyte,spp,spp,,2.9,13.1,1607,7,0,7,7,4,2,0,0,Brya,,NA,NA,NA,NA,match,
1531,0820_94,0820_94,Bry_94,Bry_94,Bry_94,,Bryum capillare,Bryum capillare,Bryum capillare,bryu capil,,bryophyte,spp,spp,,3.5,14.7,1080,5,6,6,4,7,4,0,1,Brya,,NA,NA,NA,NA,match,
7004,0820_661,,,,,,Bryum laevifilum,Bryum moravicum,Bryum moravicum,,,bryophyte,,,,3.4,15.7,802,7,6,5,5,6,5,0,0,Brya,,NA,NA,NA,NA,resolved,matched via BBS Handbook.  B. moravicum not found in NBN.  
1546,0820_113,0820_113,Bry_113,Bry_113,Bry_113,,Bryum pseudotriquetrum,Bryum pseudotriquetrum,Bryum pseudotriquetrum,,,bryophyte,spp,spp,,3.2,14.1,1245,3,6,8,9,6,3,0,0,Brya,,NA,NA,NA,NA,match,
1444,0820__3,0820__3,Bry_3,Bry_3,Bry_3,,Calliergon cordifolium,Calliergon cordifolium,Calliergon cordifolium,,,bryophyte,spp,spp,,3.5,14.7,1066,5,6,5,10,4,5,0,0,Hypn,,NA,NA,NA,NA,match,
1446,0820__5,0820__5,Bry_5,Bry_5,Bry_5,,Calliergon giganteum,Calliergon giganteum,Calliergon giganteum,,,bryophyte,spp,spp,,3.2,14.1,1141,2,6,7,10,6,3,0,0,Hypn,,NA,NA,NA,NA,match,
1445,0820__4,0820__4,Bry_4,Bry_4,Bry_4,,Calliergon cuspidatum,Calliergonella cuspidata,Calliergonella cuspidata,callier cuspi,,bryophyte,spp,spp,,3.4,14.5,1108,7,6,7,7,7,4,0,1,Hypn,,NA,NA,NA,NA,match,
2078,0810_705,0810_705,Bry_705,Bry_705,Bry_705,,Calypogeia arguta,Calypogeia arguta,Calypogeia arguta,,,bryophyte,spp,spp,,3.7,14.6,1218,9,2,1,7,4,4,0,0,Jung,,NA,NA,NA,NA,match,
6001,0810_711,0810_711,Bry_711,Bry_711,Bry_711,,Calypogeia azurea,Calypogeia azurea,Calypogeia azurea,,,bryophyte,spp,spp,,1.9,12.6,1658,5,2,3,7,3,1,0,0,Jung,,NA,NA,NA,NA,match,
2079,0810_706,0810_706,Bry_706,Bry_706,Bry_706,,Calypogeia fissa,Calypogeia fissa,Calypogeia fissa,,,bryophyte,spp,spp,,3.4,14.4,1201,7,2,3,7,3,3,0,0,Jung,,NA,NA,NA,NA,match,
2080,0810_707,0810_707,Bry_707,Bry_707,Bry_707,,Calypogeia muelleriana,Calypogeia muelleriana,Calypogeia muelleriana,caly muell,,bryophyte,spp,spp,,3.1,14,1293,5,6,3,7,2,1,0,0,Jung,,NA,NA,NA,NA,match,
1566,0820_129,0820_129,Bry_129,Bry_129,Bry_129,,Campylium chrysophyllum,Campyliadelphus chrysophyllus,Campyliadelphus chrysophyllus,,,bryophyte,spp,spp,,3.7,15.1,981,5,6,8,2,8,2,0,1,Hypn,,NA,NA,NA,NA,match,
1571,0820_1078,0820_1078,Bry_1078,Bry_1078,Bry_1078,,Campylium stellatum,Campylium stellatum s.l.,Campylium stellatum,campyli stell,,bryophyte,spp,spp,,3.2,14,1270,5,6,8,8,6,2,0,1,Hypn,,NA,NA,NA,NA,match,
1572,0820_137,0820_137,Bry_137,Bry_137,Bry_137,,Campylopus atrovirens,Campylopus atrovirens,Campylopus atrovirens,,,bryophyte,spp,spp,,3,13,1680,7,0,8,8,2,1,0,0,Dicr,,NA,NA,NA,NA,match,
1574,0820_139,0820_139,Bry_139,Bry_139,Bry_139,,Campylopus paradoxus,Campylopus flexuosus,Campylopus flexuosus,campylop parad,,bryophyte,spp,spp,,3.3,14.2,1255,7,2,6,6,2,1,0,2,Dicr,,NA,NA,NA,NA,match,
1575,0820_140,0820_140,Bry_140,Bry_140,Bry_140,,Campylopus fragilis,Campylopus fragilis,Campylopus fragilis,campylop fragi,,bryophyte,spp,spp,,3.5,13.8,1450,7,2,7,5,3,2,1,0,Dicr,,NA,NA,NA,NA,match,
1576,0820_141,0820_141,Bry_141,Bry_141,Bry_141,,Campylopus introflexus,Campylopus introflexus,Campylopus introflexus,campylop intro,,bryophyte,spp,spp,,3.6,14.8,1094,7,2,7,5,2,2,0,2,Dicr,,NA,NA,NA,NA,match,
1577,0820_142,0820_142,Bry_142,Bry_142,Bry_142,,Campylopus pyriformis,Campylopus pyriformis,Campylopus pyriformis,,,bryophyte,spp,spp,,3.3,14.4,1191,7,2,6,5,2,2,0,0,Dicr,,NA,NA,NA,NA,match,
2086,0810_714,0810_714,Bry_714,Bry_714,Bry_714,,Cephalozia bicuspidata,Cephalozia bicuspidata,Cephalozia bicuspidata,ceph bicus,,bryophyte,spp,spp,,3.3,14.2,1220,5,6,4,7,2,2,0,1,Jung,,NA,NA,NA,NA,match,
2088,0810_716,0810_716,Bry_716,Bry_716,Bry_716,,Cephalozia connivens,Cephalozia connivens,Cephalozia connivens,,,bryophyte,spp,spp,,3.3,14.2,1274,5,3,6,8,1,1,0,0,Jung,,NA,NA,NA,NA,match,
2092,0810_721,0810_721,Bry_721,Bry_721,Bry_721,,Cephalozia lunulifolia,Cephalozia lunulifolia,Cephalozia lunulifolia,,,bryophyte,spp,spp,,3.2,14,1350,5,6,5,8,2,2,0,0,Jung,,NA,NA,NA,NA,match,
2094,0810_727,0810_727,Bry_727,Bry_727,Bry_727,,Cephaloziella hampeana,Cephaloziella hampeana,Cephaloziella hampeana,,,bryophyte,spp,spp,,3.4,14.2,1265,5,3,6,6,2,2,0,2,Jung,,NA,NA,NA,NA,match,
1586,0820_151.2,0820_151.2,Bry_151.2,Bry_151.2,Bry_151.2,,Ceratodon purpureus,Ceratodon purpureus,Ceratodon purpureus,ceratod purpu,,bryophyte,spp,spp,,3.4,14.6,1078,3,6,7,4,5,3,1,3,Dicr,,NA,NA,NA,NA,match,
2103,0810_737,0810_737,,,,,Chiloscyphus pallescens,,Chiloscyphus pallescens,,,bryophyte,spp,spp,,3.5,14.6,1201,5,6,6,9,6,4,0,0,Jung,,NA,NA,NA,NA,match,
1592,0820_157,0820_157,Bry_157,Bry_157,Bry_157,,Cirriphyllum piliferum,Cirriphyllum piliferum,Cirriphyllum piliferum,cirr pilif,,bryophyte,spp,spp,,3.5,14.9,1043,5,6,4,6,6,6,0,0,Hypn,,NA,NA,NA,NA,match,
2105,0810_739,0810_739,Bry_739,Bry_739,Bry_739,,Cladopodiella fluitans,Cladopodiella fluitans,Cladopodiella fluitans,,,bryophyte,spp,spp,,3.4,14.1,1411,4,6,8,9,1,1,0,0,Jung,,NA,NA,NA,NA,match,
1593,0820_158,0820_158,Bry_158,Bry_158,Bry_158,,Climacium dendroides,Climacium dendroides,Climacium dendroides,,,bryophyte,spp,spp,,3,14,1208,3,6,7,7,5,3,0,2,Hypn,,NA,NA,NA,NA,match,
2110,0810_745,0810_745,Bry_745,Bry_745,Bry_745,,Conocephalum conicum,Conocephalum conicum s.l.,Conocephalum conicum s.l.,,,bryophyte,spp,spp,,3.4,14.6,1140,5,6,3,7,6,5,0,1,Marc,,NA,NA,NA,NA,match,
1598,0820_163.3,0820_163.3,Bry_163.3,Bry_163.3,Bry_163.3,,Cratoneuron filicinum,Cratoneuron filicinum,Cratoneuron filicinum,,,bryophyte,spp,spp,,3.7,15.1,1016,6,6,6,8,7,5,0,2,Hypn,,NA,NA,NA,NA,match,
1600,0820_166,0820_166,Bry_166,Bry_166,Bry_166,,Ctenidium molluscum,Ctenidium molluscum,Ctenidium molluscum,cten mollu,,bryophyte,spp,spp,,3.3,14.2,1216,5,3,7,6,7,2,0,1,Hypn,,NA,NA,NA,NA,match,
1615,0820_184,0820_184,Bry_184,Bry_184,Bry_184,,Dicranella heteromalla,Dicranella heteromalla,Dicranella heteromalla,dicranel heter,,bryophyte,spp,spp,,3.4,14.6,1121,5,6,4,5,3,3,0,2,Dicr,,NA,NA,NA,NA,match,
1616,0820_187,0820_187,Bry_187,Bry_187,Bry_187,,Dicranella palustris,Dichodontium palustre,Dicranella palustris,,,bryophyte,spp,spp,,2.5,13.1,1521,4,3,7,9,4,2,0,0,Dicr,,NA,NA,NA,NA,resolved,BRC name in original lookup probably wrong
